"song_name","artist_id","artist_name","play_count","song_id","user_id"
"Playboys Of The Southwestern World","ARV9LSS1187B98C471","Blake Shelton",1,"SOLTYZU12AB0189591","CANQPBZ13332C54A00"
"For Boston (Album Version)","ARD2NDU1187B99B615","Dropkick Murphys",1,"SOLDBRG12A8C13A1ED","CANQPBZ13332C54A00"
"The Legend of Finn MacCumhail","ARD2NDU1187B99B615","Dropkick Murphys",1,"SOZKWYY12A8C138AF0","CANQPBZ13332C54A00"
"Forever","ARD2NDU1187B99B615","Dropkick Murphys",1,"SONBARB12A8C13CE53","CANQPBZ13332C54A00"
"The New American Way (Album Version)","ARD2NDU1187B99B615","Dropkick Murphys",1,"SOVGLGH12A8C13B490","CANQPBZ13332C54A00"
"Incognito","ARFOVF61187B9892CD","Enigma",1,"SOQUKAQ12A58A7C565","CAFLZYT13333645F29"
"Lorelei","ARBJQTM1187B9B862B","Cocteau Twins",1,"SOEMOGY12AF72A7F01","CAFLZYT13333645F29"
"Carolyn’s Fingers","ARBJQTM1187B9B862B","Cocteau Twins",1,"SOAZEHN12A8C13B01A","CAFLZYT13333645F29"
"Knocking On Forbidden Doors","ARFOVF61187B9892CD","Enigma",2,"SOAOAHZ12A8C13AAF1","CAFLZYT13333645F29"
"Twilight","ARI7SQF1187FB48362","Elliott Smith",1,"SOKDXKA1315CD41D00","CAFLZYT13333645F29"
" Sometimes","AR6LZB61187B9AF431","Depeche Mode",1,"SOVZGVB12A6310D973","CAFLZYT13333645F29"
"Knievel","AREHRXR1187FB3810C","Scud Mountain Boys",1,"SOGREQC12A6D4F8890","CAFLZYT13333645F29"
"Out Of My Depth","ARTH2D01187B98D865","Everclear",1,"SOMDRSU12A6310E0A1","CAFLZYT13333645F29"
"I Wish Today Could Be Tomorrow","AR7X9TB1187FB4DAD4","Jim Lauderdale",1,"SOBLBER12A6D4FCAEE","CAFLZYT13333645F29"
"Bonnie","AR7BMMV1187FB5B2D7","Robben Ford",5,"SOSQHXT12AAF3B3414","CAFLZYT13333645F29"
"Toy Soldiers","AR1OBVS1187B9B0A97","Martika",4,"SOPPZLV12A8C132FAB","CAFLZYT13333645F29"
"Born To Be Wild","ARRFSMX1187FB39B03","Steppenwolf",1,"SOXCEYU12A6D4F3E70","CAFLZYT13333645F29"
"Angel With The Scabbed Wings","ARC4K2E1187B9B6FDA","Marilyn Manson",15,"SOYWLHH12AB0182579","CAFLZYT13333645F29"
"Rendez-Vu","ARFSPOV1187B9B2363","Basement Jaxx",NA,"SOTFABB12AF72A7ACE","CAFLZYT13333645F29"
"Jukebox Sunshine","ARF10P71187FB44F32","The Holloways",1,"SONSWJA12AB0182BB8","CAFLZYT13333645F29"
"Sidewalk Stars","ARQJR4T1187FB3D259","Yonder Mountain String Band",3,"SORQAWE12AB017D62F","CAOURMC13332C53FB6"
"Classic Situation","ARQJR4T1187FB3D259","Yonder Mountain String Band",1,"SORYNRL12AB017D644","CAOURMC13332C53FB6"
"Shabop Shalom","ARLNQBR1187B9B9C4D","Devendra Banhart",1,"SOLPQUN12A6D4FC3BC","CAOURMC13332C53FB6"
"Snow Song Pt. 1","ARZN0BZ1187B99F496","Neutral Milk Hotel",4,"SOOBVJQ131343A7EB8","CAOURMC13332C53FB6"
"Frankie's Gun!","ARWS1U11187FB4B088","The Felice Brothers",NA,"SOHXLAN12A8C137C88","CAOURMC13332C53FB6"
"Soco Amaretto Lime","ARE602H1187FB3B8F8","Brand New",NA,"SOEEUYU1311AFE9D18","CAOURMC13332C53FB6"
"Colorado","ARXKPD41187FB51915","Lotus",NA,"SORDSQH12AB017F3FE","CAOURMC13332C53FB6"
"Waste","ARJY4AD1187B98FC1A","Phish",1,"SOTKWCX12A8C13EB46","CAOURMC13332C53FB6"
"Treat Her Right ( LP Version )","ARAPFN61187B990019","Otis Redding",NA,"SOKPQOE12AB018DA71","CAOURMC13332C53FB6"
"Joppa Road (LP Version)","AR5C4AV1187B9B14DD","Ween",NA,"SOQBKXX12A6D4FD01B","CAOURMC13332C53FB6"
"Communist Daughter","ARZN0BZ1187B99F496","Neutral Milk Hotel",1,"SOJSZKL12A8C13A691","CAOURMC13332C53FB6"
"Oh Yeah!","ARDGES11187B9B7DDF","Roxy Music",NA,"SOCKHZA12A6D4F82C4","CAOURMC13332C53FB6"
"In The Midnight Hour","ARDGES11187B9B7DDF","Roxy Music",NA,"SOQLYNG12A6D4F5CF2","CAOURMC13332C53FB6"
"Attack El Robot! Attack! (...And How He Lost Rmx By Wechsel Garland)","ARTFY1X1187B9AFF88","Calexico",5,"SOXJFMM12A6D4F744B","CAOURMC13332C53FB6"
"Kathy with a K's Song","ARH0TST1187FB3F8F1","Bright Eyes",4,"SOVEBCN12A8C13D0A6","CAOURMC13332C53FB6"
"Summerland","ARTH2D01187B98D865","Everclear",1,"SOGDLSU12AF72A4C7E","CANQMXI1333294718D"
"New York, I Love You But You're Bringing Me Down","ARFIU2R1187B9927F9","LCD Soundsystem",1,"SOGCBQL12A67ADE302","CANQMXI1333294718D"
"Clock","ARJK7JU1187FB4C3F3","Simian Mobile Disco",1,"SONTNHB12A8C1391D6","CANQMXI1333294718D"
"Shake A Fist","ARWA8AH1187FB3FC84","Hot Chip",1,"SOWHATW12A8C132857","CANQMXI1333294718D"
"Provider","ARV23LA1187B9AF782","Days of the New",1,"SOPGYCQ12A6D4FB4DC","CANQMXI1333294718D"
"She's Got You High","ARI19P11187FB50F86","Mumm-Ra",1,"SODYQBI12A8AE48DB4","CANQMXI1333294718D"
"Frenchy’s","ARFKLA11187FB4C5A3","Holy Fuck",1,"SONIMNU12B0B8092AB","CANQMXI1333294718D"
"Vagabond","ARDF8K01187FB37200","Wolfmother",1,"SOGNPCC12A58A80B8A","CANQMXI1333294718D"
"It's All Understood","ARC8CQZ1187B98DECA","Jack Johnson",1,"SOZBNFQ12A6701F07E","CANQMXI1333294718D"
"Six Feet Up","AR5JDDD1187FB460C4","The Octopus Project",1,"SOTARUJ12A8C13B0DA","CANQMXI1333294718D"
"Hold The Ladder","AR5JDDD1187FB460C4","The Octopus Project",1,"SODZLWJ12AF729FB85","CANQMXI1333294718D"
"The 5th Exotic","ARQKYIJ1187FB44AD0","Quantic",2,"SOPFXCF12A6D4F8BE9","CATOKZM1332EA34737"
"Long Road Ahead","ARQKYIJ1187FB44AD0","Quantic",NA,"SOCDNHE12A6D4F8BEC","CATOKZM1332EA34737"
"Weapons of Mass Distortion","ARNRPI31187B9AC699","The Crystal Method",5,"SOPDZAN12AB018B73E","CATOKZM1332EA34737"
"Qué Pena Siente El Alma","ARF63H31187B99B9FB","Violeta Parra",1,"SORHPVH12A8C13A551","CATOKZM1332EA34737"
"Dale Aborigen","AR68A0X1187FB36164","Todos Tus Muertos",1,"SOFXCSC12A8C13C736","CATOKZM1332EA34737"
"Jah Lion","AR68A0X1187FB36164","Todos Tus Muertos",1,"SOVGKXE12A58A7BCE9","CATOKZM1332EA34737"
"Wylin Out","AR4FSLA1187FB3B030","Mos Def & Diverse",1,"SOPVVDG12A58A7FFD8","CATOKZM1332EA34737"
"Todas Las Hojas Son Del Viento","AR2GU4Y1187B99F35E","Pescado Rabioso",1,"SOIBDAQ12AB0181CCE","CATOKZM1332EA34737"
"La Sed Verdadera","AR2GU4Y1187B99F35E","Pescado Rabioso",1,"SOVWGWQ12AB0181CDF","CATOKZM1332EA34737"
"Falstaff","AR8XC3U1187B98CE1E","Clinic",NA,"SOXISPR12A8151D6D3","CATOKZM1332EA34737"
"Dumb","ARH3S5S1187FB4F76B","Nirvana",1,"SOOPLRK1315CD4678F","CATOKZM1332EA34737"
"Estadio Azteca","AR1N3PB1187B9B25C1","Andrés Calamaro",2,"SOLQRUG12A8AE45DE1","CATOKZM1332EA34737"
"Catch The Sun","ARW64KS1187FB3C94D","Doves",7,"SOVMDTY12A6310EA62","CATOKZM1332EA34737"
"Reverence","ARXDQJB1187FB57154","Faithless",1,"SOUODFW12A8C13A011","CATOKZM1332EA34737"
"Lovebox","ARWRMUE1187B9AC2CB","Groove Armada",NA,"SOUKENV12A8C13B668","CATOKZM1332EA34737"
"King Of Bongo","AR7BWSW1187B9ACAA7","Mano Negra",2,"SOEXAON12AF72A068D","CAAIJQK13332B1E31B"
"Come On Over (All I Want Is You)","AR0S7TA1187FB4D024","Christina Aguilera",1,"SOCJCVW12A8AE47537","CAAIJQK13332B1E31B"
"Writer's Block","ARIN4F31187FB5B6EC","Just Jack",1,"SOXDHSF12A6BD4D3BD","CAAIJQK13332B1E31B"
"Glory Days","ARIN4F31187FB5B6EC","Just Jack",2,"SOLKPSQ12A6D223BC4","CAAIJQK13332B1E31B"
"Disco Friends","ARIN4F31187FB5B6EC","Just Jack",1,"SODBVGA12A6BD4D3C0","CAAIJQK13332B1E31B"
"I Talk Too Much","ARIN4F31187FB5B6EC","Just Jack",5,"SOJCYVK12A6BD4D3C9","CAAIJQK13332B1E31B"
"Hold On","ARIN4F31187FB5B6EC","Just Jack",1,"SOOWCUY12A6BD4D3CA","CAAIJQK13332B1E31B"
"Life Stories","ARIN4F31187FB5B6EC","Just Jack",1,"SOXBNEN12A6BD4D3CD","CAAIJQK13332B1E31B"
"No Time","ARIN4F31187FB5B6EC","Just Jack",1,"SOYCRKK12AB0183051","CAAIJQK13332B1E31B"
"Mourning Morning","ARIN4F31187FB5B6EC","Just Jack",1,"SOIRTJF12AB018305C","CAAIJQK13332B1E31B"
"Hips Don't Lie (featuring Wyclef Jean)","AR6PJ8R1187FB5AD70","Shakira",2,"SOEHWGF12A6D4F8B2B","CAAIJQK13332B1E31B"
"Pump It","ARTDQRC1187FB4EFD4","The Black Eyed Peas",1,"SOMEUED12A6701DBEA","CAAIJQK13332B1E31B"
"Tomber La Chemise","ARKB7421187B9AA6B2","Zebda",6,"SOEAUPV12A6D4F6956","CAAIJQK13332B1E31B"
"La Vie En Rose","ARGJVKV1187B9ACBF1","Grace Jones",1,"SOAXIJO12A8C1354F7","CAAIJQK13332B1E31B"
"Mambo No. 5 (A Little Bit Of...)","AR07MCL1187B9B2DCA","Lou Bega",2,"SOMKAVH12B35058518","CAAIJQK13332B1E31B"
"Hips Don't Lie","AR4EQ231187B99368F","The Fray",36,"SOFFANL12AB018746E","CATTKFB13332820F04"
"In The Pit","ARUWI271187FB54CC5","Combichrist",1,"SOQMKIR12AB0189176","CATTKFB13332820F04"
"Rock & Roll Queen","ARU90VZ1187B9A4789","The Subways",NA,"SOBRMVI12A58A78642","CATTKFB13332820F04"
"J't'emmène au vent","ARV0VRA1187FB5C825","Louise Attaque",2,"SOZPTFL12AB018236C","CATTKFB13332820F04"
"Dancing Shoes","ARM0P6Z1187FB4D466","Arctic Monkeys",NA,"SOQLNEY12B0B8062FA","CATTKFB13332820F04"
"Deadwood","ARCNIA01187FB3D245","Dirty Pretty Things",NA,"SOHWRMR12A58A7BB53","CATTKFB13332820F04"
"Un Autre Monde","AR11J0H1187B9AAB1D","Téléphone",NA,"SOIELAQ12A6310D8BC","CATTKFB13332820F04"
"Invisible Kid","ART5MUE1187B98C961","Metallica",2,"SOLDYDT12A81C1FFF6","CATTKFB13332820F04"
"New York Avec Toi","AR11J0H1187B9AAB1D","Téléphone",1,"SOFHLXG12A6310D8BD","CATTKFB13332820F04"
"Romance","ART5MUE1187B98C961","Metallica",1,"SOOEEPE12A8AE459A4","CATTKFB13332820F04"
"Buck's Boogie","AROZ8ZW1187B989A67","Blue Öyster Cult",NA,"SOVLYLA12A8C13380B","CATTKFB13332820F04"
"Seven Nation Army","AR8V1WA1187B9AD9E9","The White Stripes",4,"SOAUFOF12AB0180C65","CATTKFB13332820F04"
"Fell In Love With A Girl","AR8V1WA1187B9AD9E9","The White Stripes",1,"SOPXLWJ12A8C132639","CATTKFB13332820F04"
"Welcome To The Black Parade (Album Version)","ARKR75V1187FB3D4D5","My Chemical Romance",4,"SOQQAAQ12A67ADE34D","CATTKFB13332820F04"
"Spiel Mit Mir","ARWAQTR1187FB38810","Rammstein",NA,"SOYGWNU12AAA8C6670","CATTKFB13332820F04"
"The Way Things Go","AR5JDDD1187FB460C4","The Octopus Project",4,"SOVHVBJ12A58A7AB0A","CATTXCD13332A3B448"
"No Way Down","ARI71QR1187FB562F1","Air France",10,"SOVHZVI12A8C14398A","CATTXCD13332A3B448"
"Sorry","ARWYPNT1187B98E873","Kaskade",NA,"SOZWMRR12A81C23565","CATTXCD13332A3B448"
"Starz In Their Eyes","ARIN4F31187FB5B6EC","Just Jack",1,"SOYQPNY12A6BD4D3C2","CATTXCD13332A3B448"
"Waking Up","ARQ2PIG1187B9AB6DC","Bitter:Sweet",NA,"SOUFUFO12AF729D4DD","CATTXCD13332A3B448"
"Take Me Somewhere Nice","ARZ4XS71187B9AEF25","Mogwai",8,"SOCGDFI12A8C137B08","CATTXCD13332A3B448"
"Put Your Money Where Your Mouth Is","AR97LLY1187FB536A0","Jet",1,"SOQQCJJ12A6D4F8050","CATTXCD13332A3B448"
"Shine On (Album Version)","AR97LLY1187FB536A0","Jet",17,"SORLVQR12A81C23375","CATTXCD13332A3B448"
"Love Is Noise","AR0L04E1187B9AE90C","The Verve",NA,"SOLCJYI12A8C1340FA","CATTXCD13332A3B448"
"La vigüela","ARBYYT61187FB37B64","Gotan Project",3,"SOKODKD12AB0189FEC","CATTXCD13332A3B448"
"Get Back","ARUCF6P11A348F0B17","Demi Lovato",NA,"SOJSEEA12AB0181F6D","CATTXCD13332A3B448"
"Kelly's Heroes","ARYWZQT1187B9AF7D6","Black Grape",3,"SOBDJUJ12A8C137F94","CATTXCD13332A3B448"
"Yeah Yeah Brother","ARYWZQT1187B9AF7D6","Black Grape",1,"SOAJZYA12A6701F603","CATTXCD13332A3B448"
"Take Me","ARTMP681187B9B77CD","Everything but the Girl",1,"SOMDPEU12A8C145E15","CATTXCD13332A3B448"
"My Baby Don't Love Me","ARTMP681187B9B77CD","Everything but the Girl",2,"SOOFWFT12A8C145E1E","CATTXCD13332A3B448"
"Figure.09 (Album Version)","ARQUMH41187B9AF699","Linkin Park",2,"SOXFMAQ12A6D4F91E0","CAJYBLB1332EB97770"
"O Caminho","AREIW0I1187B99012E","Bebel Gilberto",1,"SODQRAR12A6D4F7674","CAJYBLB1332EB97770"
"Fuerte No Soy","AR7AE0W1187B98E40E","Intocable",5,"SOJKTFQ12AF729F5BC","CAJYBLB1332EB97770"
"Sombra De Ti","AR6PJ8R1187FB5AD70","Shakira",2,"SODBAHE12A8C132D34","CAJYBLB1332EB97770"
"Nadie Como Tu","AR5CKT41187B9B9AB0","Presuntos Implicados",2,"SOHPIBX12A6D4FB2B8","CAJYBLB1332EB97770"
"Show Me How To Live","AR9LMA81187FB4C9B0","Audioslave",2,"SOFSETB12A8C134038","CAJYBLB1332EB97770"
"Por Un Beso","AR7AE0W1187B98E40E","Intocable",1,"SOHGTSC12A8C137459","CAJYBLB1332EB97770"
"Hips Don't Lie (featuring Wyclef Jean)","AR6PJ8R1187FB5AD70","Shakira",1,"SOEHWGF12A6D4F8B2B","CAJYBLB1332EB97770"
"Outside (Original LP Version)","AR3WLE91187B99430A","Staind",1,"SOREPNQ12A58A7B49E","CAJYBLB1332EB97770"
"Why Does My Heart Feel So Bad? (2006 Digital Remaster)","ARPT0RR1187FB527E1","Moby",1,"SOXKGUD12A58A7C687","CAJYBLB1332EB97770"
"Pose","ARBNXYA1187FB51C50","Daddy Yankee",1,"SOPJVWK12A58A7D602","CAJYBLB1332EB97770"
"Infinito","ARBNXYA1187FB51C50","Daddy Yankee",1,"SOVEYVZ12A8C1400DA","CAJYBLB1332EB97770"
"Llamado De Emergencia","ARBNXYA1187FB51C50","Daddy Yankee",1,"SOKTJKI12A8C143254","CAJYBLB1332EB97770"
"Suelta","ARBNXYA1187FB51C50","Daddy Yankee",1,"SOLONYN12A8C140076","CAJYBLB1332EB97770"
"Temblor","ARBNXYA1187FB51C50","Daddy Yankee",2,"SOKHRNB12A8C1439CC","CAJYBLB1332EB97770"
"Crying Shame","ARC8CQZ1187B98DECA","Jack Johnson",2,"SOOGZYY12A6701D9CB","CADYZBS13332A906B4"
"Spider-Man Theme [Junkie XL Remix]","ARN0YZ71187B9BA57B","Michael Bublé",3,"SOQADZS12A670202F9","CADYZBS13332A906B4"
"Especially In Michigan (Album Version)","ARE8GLF1187FB52532","Red Hot Chili Peppers",2,"SOGTMYT12A6D4F98D9","CADYZBS13332A906B4"
"Taylor","ARC8CQZ1187B98DECA","Jack Johnson",3,"SOUYKZX1315CD458B0","CADYZBS13332A906B4"
"She Looks To Me (Album Version)","ARE8GLF1187FB52532","Red Hot Chili Peppers",17,"SOVQNGO12A6D4F98E2","CADYZBS13332A906B4"
"Crazy Little Thing Called Love (Album Version)","ARN0YZ71187B9BA57B","Michael Bublé",3,"SOBTUTU12A6701F301","CADYZBS13332A906B4"
"You'll Never Find Another Love Like Mine (Album Version)","ARN0YZ71187B9BA57B","Michael Bublé",2,"SOSHDEL12A6701F300","CADYZBS13332A906B4"
"Put Your Head On My Shoulder (Album Version)","ARN0YZ71187B9BA57B","Michael Bublé",3,"SOALPQQ12A6701F302","CADYZBS13332A906B4"
"For Once In My Life (Album Version)","ARN0YZ71187B9BA57B","Michael Bublé",3,"SOZDTJE12A6701F2FE","CADYZBS13332A906B4"
"You'll Never Find Another Love Like Mine (Album Version)","ARN0YZ71187B9BA57B","Michael Bublé",1,"SOSHDEL12A6701F300","CADYZBS13332A906B4"
"My Losing Bet","AR0QQGK1187FB4D5CB","The Avett Brothers",1,"SOGRJHT12AAFF432FD","CADYZBS13332A906B4"
"My Last Song to Jenny","AR0QQGK1187FB4D5CB","The Avett Brothers",7,"SOSIEXN13134390590","CADYZBS13332A906B4"
"Bubble Toes","ARC8CQZ1187B98DECA","Jack Johnson",3,"SOSPXWA12AB0181875","CADYZBS13332A906B4"
"Come Fly With Me (Album Version)","ARN0YZ71187B9BA57B","Michael Bublé",8,"SONFIMU12A6701F304","CADYZBS13332A906B4"
"Spider-Man Theme [Junkie XL Remix]","ARN0YZ71187B9BA57B","Michael Bublé",4,"SOQADZS12A670202F9","CADYZBS13332A906B4"
"Breathe . Something/Stellar STar","AR3OFYJ1187FB41167","Flying Lotus",NA,"SORAQKI12A8C135DE9","CAVOSUF13332E85994"
"What They Found","AR5JDDD1187FB460C4","The Octopus Project",1,"SOTORXA12A58A79338","CAVOSUF13332E85994"
"Use Somebody","ARF2EHS1187B994F4E","Kings of Leon",2,"SOWCKVR12A8C142411","CAVOSUF13332E85994"
"Clocks","ARJ7KF01187B98D717","Coldplay",1,"SOCVTLJ12A6310F0FD","CAVOSUF13332E85994"
"Keep It Clean","ARL26PR1187FB576E5","Camera Obscura",NA,"SOAGFFD12AC909761F","CAVOSUF13332E85994"
"Eyelash Wishes","ARR1R5V1187FB4D234","The All-American Rejects",NA,"SOKDDVE12A67020867","CAVOSUF13332E85994"
"One Time Too Many","ARYJSHW1187FB407A3","Phoenix",1,"SOZJLZU12AF72AAC68","CAVOSUF13332E85994"
"Opio","ARXM6VQ1187FB5B1E0","Hieroglyphics",NA,"SOJIAVE12A8C1391EB","CAVOSUF13332E85994"
"Where The White Boys Dance","ARVG4OK1187B9B6BD3","The Killers",NA,"SOVEEAC1315CD457A5","CAVOSUF13332E85994"
"The Hill","ARKZAYA1187FB56F00","Bombay Bicycle Club",2,"SOAOGGI12AB0182EC1","CAVOSUF13332E85994"
"Cancel On Me","ARKZAYA1187FB56F00","Bombay Bicycle Club",NA,"SODYFBA12A8C13EBB1","CAVOSUF13332E85994"
"Red Socks Pugie","ARVXV1J1187FB5BF88","Foals",1,"SOMGPML12A8C13AE8C","CAVOSUF13332E85994"
"If Looks Could Kill","ARL26PR1187FB576E5","Camera Obscura",NA,"SOUFWFG12AC9072C7E","CAVOSUF13332E85994"
"Butter","ARV6L7F11C8A414EB6","The Bloody Beetroots",NA,"SONGERH12AB018092F","CAVOSUF13332E85994"
"I'm Sticking With You","ARHWR8B1187FB557D3","The Decemberists",1,"SOPJFOM12B0B8078C2","CAVOSUF13332E85994"
"Cemeteries Of London","ARJ7KF01187B98D717","Coldplay",1,"SOQOXDM12A8C137FB0","CADSKXO13332ACCCCE"
"Strawberry Swing","ARJ7KF01187B98D717","Coldplay",1,"SOEWTBE12A58A7E7C2","CADSKXO13332ACCCCE"
"South Side","ARPT0RR1187FB527E1","Moby",1,"SOGPGBV12A6701EEE5","CADSKXO13332ACCCCE"
"Violet Hill (Album Version)","ARJ7KF01187B98D717","Coldplay",1,"SOOVFYS12A81C23135","CADSKXO13332ACCCCE"
"Harry's Philosophy","AR0VKIO1187FB487CE","St. Germain",1,"SONXTJP12A6D4F9612","CADSKXO13332ACCCCE"
"If I Were A Carpenter","ARH861H1187B9B799E","Johnny Cash",1,"SOFIOGC12A8C13162F","CADSKXO13332ACCCCE"
"Free Me Up (LP Version)","ARZ9RGY1187FB50D1A","downhere",2,"SOCRGOA12A670206E0","CADSKXO13332ACCCCE"
"So Blue (LP Version)","ARZ9RGY1187FB50D1A","downhere",1,"SOWITYI12A670206E6","CADSKXO13332ACCCCE"
"All The Reasons Why (LP Version)","ARZ9RGY1187FB50D1A","downhere",1,"SOCTAPS12A670206E7","CADSKXO13332ACCCCE"
"Si La Vie M'A Mis Là","ARFFL3N1187FB3F6AF","Tryo",1,"SOAMUID12A8C140A44","CADSKXO13332ACCCCE"
"Ta Réalité","ARFFL3N1187FB3F6AF","Tryo",1,"SOBYIFS12A8C140A6E","CADSKXO13332ACCCCE"
"Stacks O' Money","ARHR5BC1187B9AC348","Eagles of Death Metal",1,"SOJDOKK12AB01837AC","CADSKXO13332ACCCCE"
"Whorehoppin' (Shit, Goddam)","ARHR5BC1187B9AC348","Eagles of Death Metal",1,"SONUXXO12A58A80737","CADSKXO13332ACCCCE"
"I Want You So Hard (Boy's Bad News)","ARHR5BC1187B9AC348","Eagles of Death Metal",1,"SOMSWFL12AB017AEFF","CADSKXO13332ACCCCE"
"Don't Speak (I Came to Make a Bang)","ARHR5BC1187B9AC348","Eagles of Death Metal",1,"SOHTYIR12A8C135EFE","CADSKXO13332ACCCCE"
"Ready For The Floor (Album Version)","ARWA8AH1187FB3FC84","Hot Chip",1,"SORKFPY12A8AE46AFB","CAGCWPE13332FD70E5"
"Little Boxes","AREPV2D1187FB5C1A1","The Shins",1,"SOBLLVR12A6D4F8CDA","CAGCWPE13332FD70E5"
"Send A Little Love Token","AR4BDVW1187B9B5310","The Duke Spirit",1,"SOBPBIR12A8C1316E3","CAGCWPE13332FD70E5"
"The Step And The Walk","AR4BDVW1187B9B5310","The Duke Spirit",NA,"SOKECBQ12A8C1316E5","CAGCWPE13332FD70E5"
"Everybody But Me","ARGHEC01187FB597B0","Lykke Li",6,"SOMCPUY12A81C2399A","CAGCWPE13332FD70E5"
"Each Coming Night","AR4XX0N1187FB45C21","Iron & Wine",1,"SOUOKFY12AB0184812","CAGCWPE13332FD70E5"
"Happiness By The Kilowatt","ARJ652S1187FB544B6","City and Colour",NA,"SOQTIBH12A6D2282BC","CAGCWPE13332FD70E5"
"First Day Of My Life","ARH0TST1187FB3F8F1","Bright Eyes",1,"SORGVYS12A8AE48882","CAGCWPE13332FD70E5"
"White Lines & Red Lights","ARHJMXS1187FB464C8","Between the Trees",1,"SOZQBLE12AB018AB83","CAGCWPE13332FD70E5"
"Ms. Fat Booty","ARW15K31187B9AE845","Mos Def",NA,"SOVLNXV12A6D4F706E","CAGCWPE13332FD70E5"
"Bug A Boo","ARKWI7M1187B9B7713","Destiny's Child",NA,"SOYVYPB12AAF3B45D1","CAGCWPE13332FD70E5"
"My Oldest Memory","AR1XZGQ1187FB45CD0","Bowerbirds",1,"SOOVVYP12A8C13E0C8","CAGCWPE13332FD70E5"
"Slow Down","AR1XZGQ1187FB45CD0","Bowerbirds",1,"SOVWNPI12AF729F2FD","CAGCWPE13332FD70E5"
"Lived In Bars","AR91NIO1187FB4D732","Cat Power",1,"SORMUIW12A6D4F4CBA","CAGCWPE13332FD70E5"
"Trashcan","AR23YR81187FB5814F","Delta Spirit",NA,"SOPKFYO12AB01815D6","CAGCWPE13332FD70E5"
"Galaxy Of The Lost","AROLOHV1187FB4231D","Lightspeed Champion",1,"SOKRWXU12A8AE467B2","CAKWIHG13332FC24E5"
"NYC - Gone_ Gone","ARUE5LZ1187B9AC8E5","Conor Oberst",1,"SOCTJJB12A8AE4796E","CAKWIHG13332FC24E5"
"I Don't Want To Die (In The Hospital)","ARUE5LZ1187B9AC8E5","Conor Oberst",3,"SOHYYKI12A8AE4795C","CAKWIHG13332FC24E5"
"Funfair","ARB6QGA1187FB37C3C","Shugo Tokumaru",3,"SORNVUM12AB01808B3","CAKWIHG13332FC24E5"
"Meadowlarks","ARO2U2Q119B86692A8","Fleet Foxes",1,"SOJAMXH12A8C138D9B","CAKWIHG13332FC24E5"
"Tiger Mountain Peasant Song","ARO2U2Q119B86692A8","Fleet Foxes",1,"SOJMPPP1315CD4D61C","CAKWIHG13332FC24E5"
"Sun It Rises","ARO2U2Q119B86692A8","Fleet Foxes",1,"SOGFKJE12A8C138D6A","CAKWIHG13332FC24E5"
"Meadowlarks","ARO2U2Q119B86692A8","Fleet Foxes",1,"SOJAMXH12A8C138D9B","CAKWIHG13332FC24E5"
"Such a Color","ARB6QGA1187FB37C3C","Shugo Tokumaru",1,"SOYMJZC12AB01866A6","CAKWIHG13332FC24E5"
"A Kite of Night","ARB6QGA1187FB37C3C","Shugo Tokumaru",1,"SOWRNUK12AB01808D4","CAKWIHG13332FC24E5"
"Modern Times","ARS8GNX1187B9B5141","The Black Keys",1,"SOPQGBL12AB01821C7","CAKWIHG13332FC24E5"
"Drops in the River (Album)","ARO2U2Q119B86692A8","Fleet Foxes",1,"SOUGHFP12A8C13CD5D","CAKWIHG13332FC24E5"
"Air Mattress","ARUE5LZ1187B9AC8E5","Conor Oberst",1,"SOPNKJB12AB01849A6","CAKWIHG13332FC24E5"
"Ten Women","ARUE5LZ1187B9AC8E5","Conor Oberst",3,"SOTYYIR12AB018512C","CAKWIHG13332FC24E5"
"Basic Space","ARNDRBI122BCFCC2E3","The XX",1,"SOCXCTS12AC468A380","CAKWIHG13332FC24E5"
"Dímelo","ARDCFNZ1187FB3DDB0","Enrique Iglesias",1,"SOOPJWB12AB0184A34","CATUXKC13332CE606D"
"Alguien Soy Yo","ARDCFNZ1187FB3DDB0","Enrique Iglesias",2,"SOAMKRU12A58A814CB","CATUXKC13332CE606D"
"En Algun Lugar","AR7S2271187FB38B1F","Duncan Dhu",2,"SOFDBEA12A67ADD058","CATUXKC13332CE606D"
"La Cadena De Oro","ARZ3U0K1187B999BF4","Cabas",1,"SOZAQTL12A8A9D6B4D","CATUXKC13332CE606D"
"Na Na Na (Dulce Niña)","ARWM3SN1187B98EA68","Kumbia Kings",1,"SOFZSKK12A6BD537C9","CATUXKC13332CE606D"
"Bonita","ARZ3U0K1187B999BF4","Cabas",1,"SOKHRAP12A8C138F0F","CATUXKC13332CE606D"
"No Llores Por Mi","ARDCFNZ1187FB3DDB0","Enrique Iglesias",1,"SOFXAKF12A58A7E633","CATUXKC13332CE606D"
"Cuídate","ARBHW3X1187B999013","La Oreja de Van Gogh",2,"SODWANZ12A8C134AF5","CATUXKC13332CE606D"
"Sin Miedo a Nada (con Amaia Montero)","AR05IU31187B9B9A1A","Álex Ubago",NA,"SOVYOLT12A67ADD3DC","CATUXKC13332CE606D"
"Obsesion","ARL4W6Q1187FB4713C","Aventura",1,"SOFERPM12A6D4FAC44","CATUXKC13332CE606D"
"What's Up?","AR1F1L11187FB4CE97","4 Non Blondes",1,"SOUOCRG12A67AE0E17","CATUXKC13332CE606D"
